term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1995-01-05T19:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1995-02-04T07:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1995-03-06T01:22:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1995-04-05T06:14:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1995-05-05T23:37:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1995-06-06T03:50:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1995-07-07T14:07:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1995-08-07T23:54:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1995-09-08T02:46:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1995-10-08T18:22:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1995-11-07T21:29:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1995-12-07T14:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
