term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1930-01-06T01:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1930-02-04T13:14:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1930-03-06T07:17:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1930-04-05T12:09:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1930-05-06T05:32:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1930-06-06T09:45:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1930-07-07T20:02:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1930-08-08T05:49:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1930-09-08T08:41:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1930-10-09T00:17:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1930-11-08T03:24:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1930-12-07T20:14:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
