term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1951-01-06T03:47:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1951-02-04T15:23:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1951-03-06T09:26:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1951-04-05T14:18:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1951-05-06T07:41:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1951-06-06T11:54:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1951-07-07T22:11:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1951-08-08T07:58:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1951-09-08T10:50:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1951-10-09T02:26:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1951-11-08T05:33:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1951-12-07T22:23:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
