term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1939-01-06T05:59:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1939-02-04T17:35:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1939-03-06T11:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1939-04-05T16:30:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1939-05-06T09:53:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1939-06-06T14:06:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1939-07-08T00:23:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1939-08-08T10:10:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1939-09-08T13:02:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1939-10-09T04:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1939-11-08T07:45:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1939-12-08T00:35:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
