term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,2026-04-04T18:39:00Z,,kfa_manseoryeok,v1
立夏,45.0,2026-05-05T11:48:00Z,,kfa_manseoryeok,v1
芒種,75.0,2026-06-05T15:47:00Z,,kfa_manseoryeok,v1
小暑,90.0,2026-07-07T01:56:00Z,,kfa_manseoryeok,v1
立秋,120.0,2026-08-07T11:42:00Z,,kfa_manseoryeok,v1
白露,150.0,2026-09-07T14:40:00Z,,kfa_manseoryeok,v1
寒露,165.0,2026-10-08T06:28:00Z,,kfa_manseoryeok,v1
立冬,195.0,2026-11-07T09:51:00Z,,kfa_manseoryeok,v1
大雪,225.0,2026-12-07T02:51:00Z,,kfa_manseoryeok,v1
小寒,285.0,2026-01-05T08:22:00Z,,kfa_manseoryeok,v1
立春,315.0,2026-02-03T20:01:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,2026-03-05T13:58:00Z,,kfa_manseoryeok,v1
