term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1971-01-06T00:07:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1971-02-04T11:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1971-03-06T05:46:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1971-04-05T10:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1971-05-06T04:01:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1971-06-06T08:14:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1971-07-07T18:31:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1971-08-08T04:18:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1971-09-08T07:10:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1971-10-08T22:46:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1971-11-08T01:53:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1971-12-07T18:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
