term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1976-01-06T05:12:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1976-02-04T16:48:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1976-03-05T10:51:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1976-04-04T15:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1976-05-05T09:06:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1976-06-05T13:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1976-07-06T23:36:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1976-08-07T09:23:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1976-09-07T12:15:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1976-10-08T03:51:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1976-11-07T06:58:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1976-12-06T23:48:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
