term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1997-01-05T07:21:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1997-02-03T18:57:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1997-03-05T13:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1997-04-04T17:52:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1997-05-05T11:15:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1997-06-05T15:28:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1997-07-07T01:45:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1997-08-07T11:32:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1997-09-07T14:24:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1997-10-08T06:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1997-11-07T09:07:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1997-12-07T01:57:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
