term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1933-01-05T19:05:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1933-02-04T06:41:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1933-03-06T00:44:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1933-04-05T05:36:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1933-05-05T22:59:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1933-06-06T03:12:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1933-07-07T13:29:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1933-08-07T23:16:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1933-09-08T02:08:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1933-10-08T17:44:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1933-11-07T20:51:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1933-12-07T13:41:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
