term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2017-01-05T03:41:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,2017-02-03T15:17:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,2017-03-05T09:20:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,2017-04-04T14:12:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,2017-05-05T07:35:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,2017-06-05T11:48:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,2017-07-06T22:05:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,2017-08-07T07:52:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,2017-09-07T10:44:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,2017-10-08T02:20:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,2017-11-07T05:27:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,2017-12-06T22:17:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
