term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2013-01-05T04:25:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,2013-02-03T16:01:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,2013-03-05T10:04:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,2013-04-04T14:56:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,2013-05-05T08:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,2013-06-05T12:32:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,2013-07-06T22:49:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,2013-08-07T08:36:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,2013-09-07T11:28:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,2013-10-08T03:04:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,2013-11-07T06:11:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,2013-12-06T23:01:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
