term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,2025-04-04T12:47:00Z,,kfa_manseoryeok,v1
立夏,45.0,2025-05-05T05:56:00Z,,kfa_manseoryeok,v1
芒種,75.0,2025-06-05T09:55:00Z,,kfa_manseoryeok,v1
小暑,90.0,2025-07-06T20:04:00Z,,kfa_manseoryeok,v1
立秋,120.0,2025-08-07T05:50:00Z,,kfa_manseoryeok,v1
白露,150.0,2025-09-07T08:51:00Z,,kfa_manseoryeok,v1
寒露,165.0,2025-10-08T00:40:00Z,,kfa_manseoryeok,v1
立冬,195.0,2025-11-07T04:03:00Z,,kfa_manseoryeok,v1
大雪,225.0,2025-12-06T21:03:00Z,,kfa_manseoryeok,v1
小寒,285.0,2025-01-05T02:32:00Z,,kfa_manseoryeok,v1
立春,315.0,2025-02-03T14:09:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,2025-03-05T08:06:00Z,,kfa_manseoryeok,v1
