term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1944-04-04T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1944-05-05T06:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1944-06-05T11:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1944-07-06T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1944-08-07T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1944-09-07T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1944-10-08T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1944-11-07T03:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1944-12-06T20:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1944-01-06T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1944-02-04T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1944-03-05T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
