term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1964-04-04T18:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1964-05-05T11:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1964-06-05T16:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1964-07-07T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1964-08-07T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1964-09-07T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1964-10-08T06:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1964-11-07T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1964-12-07T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1964-01-06T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1964-02-04T19:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1964-03-05T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
