term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1953-04-05T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1953-05-05T19:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1953-06-06T00:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1953-07-07T10:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1953-08-07T20:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1953-09-07T22:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1953-10-08T14:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1953-11-07T17:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1953-12-07T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1953-01-05T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1953-02-04T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1953-03-05T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
