term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1930-04-05T03:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1930-05-05T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1930-06-06T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1930-07-07T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1930-08-07T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1930-09-08T00:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1930-10-08T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1930-11-07T18:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1930-12-07T10:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1930-01-05T16:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1930-02-04T03:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1930-03-05T22:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
