term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1945-04-04T18:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1945-05-05T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1945-06-05T17:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1945-07-07T03:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1945-08-07T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1945-09-07T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1945-10-08T06:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1945-11-07T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1945-12-07T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1945-01-05T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1945-02-03T19:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1945-03-05T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
