term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,2018-04-04T20:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,2018-05-05T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,2018-06-05T17:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,2018-07-07T03:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,2018-08-07T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,2018-09-07T16:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,2018-10-08T08:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,2018-11-07T11:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,2018-12-07T04:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,2018-01-05T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,2018-02-03T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,2018-03-05T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
