term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1994-04-05T00:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1994-05-05T17:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1994-06-05T22:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1994-07-07T08:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1994-08-07T18:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1994-09-07T20:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1994-10-08T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1994-11-07T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1994-12-07T08:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1994-01-05T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1994-02-04T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1994-03-05T19:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
