term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1901-04-05T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1901-05-05T20:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1901-06-06T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1901-07-07T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1901-08-07T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1901-09-08T00:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1901-10-08T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1901-11-07T17:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1901-12-07T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1901-01-05T14:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1901-02-04T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1901-03-05T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
