term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1911-04-05T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1911-05-06T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1911-06-06T11:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1911-07-07T22:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1911-08-08T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1911-09-08T10:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1911-10-09T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1911-11-08T03:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1911-12-07T20:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1911-01-06T01:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1911-02-04T13:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1911-03-06T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
