term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,2026-04-04T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,2026-05-05T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,2026-06-05T06:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,2026-07-06T16:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,2026-08-07T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,2026-09-07T05:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,2026-10-07T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,2026-11-07T00:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,2026-12-06T17:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,2026-01-04T23:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,2026-02-03T11:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,2026-03-05T05:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
