term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1984-04-04T14:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1984-05-05T07:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1984-06-05T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1984-07-06T22:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1984-08-07T08:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1984-09-07T11:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1984-10-08T02:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1984-11-07T05:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1984-12-06T22:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1984-01-06T03:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1984-02-04T15:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1984-03-05T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
