term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15,1981-04-04T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立夏,45,1981-05-05T14:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
芒種,75,1981-06-05T18:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小暑,90,1981-07-07T05:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立秋,120,1981-08-07T14:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
白露,150,1981-09-07T17:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
寒露,165,1981-10-08T09:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立冬,195,1981-11-07T12:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
大雪,225,1981-12-07T04:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
小寒,285,1981-01-05T10:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
立春,315,1981-02-03T21:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
驚蟄,345,1981-03-05T16:00:00Z,,SAJU_LITE_CANONICAL,v1.5.10
