local_datetime,timezone,longitude_deg,latitude_deg,year_pillar,month_pillar,day_pillar,hour_pillar,month_term,delta_t_seconds,dataset_version,notes
1930-01-01T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丙子,辛亥,,大雪,,SL-DB-v10.4,"{""num"": ""10958"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-02"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""252257"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-02T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丙子,壬子,,大雪,,SL-DB-v10.4,"{""num"": ""10959"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-03"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""262257"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-03T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丙子,癸丑,,大雪,,SL-DB-v10.4,"{""num"": ""10960"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-04"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""272257"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-04T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丙子,甲寅,,大雪,,SL-DB-v10.4,"{""num"": ""10961"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-05"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""282257"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-05T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丙子,乙卯,,大雪,,SL-DB-v10.4,"{""num"": ""10962"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-06"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""292257"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-06T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,丙辰,,小寒,,SL-DB-v10.4,"{""num"": ""10963"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-07"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""1003"", ""div_hour"": ""10"", ""div_minute"": ""38""}"
1930-01-07T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,丁巳,,小寒,,SL-DB-v10.4,"{""num"": ""10964"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-08"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""11003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-08T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,戊午,,小寒,,SL-DB-v10.4,"{""num"": ""10965"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-09"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""21003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-09T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,己未,,小寒,,SL-DB-v10.4,"{""num"": ""10966"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-10"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""31003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-10T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,庚申,,小寒,,SL-DB-v10.4,"{""num"": ""10967"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-11"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""41003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-11T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,辛酉,,小寒,,SL-DB-v10.4,"{""num"": ""10968"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-12"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""51003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-12T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,壬戌,,小寒,,SL-DB-v10.4,"{""num"": ""10969"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-13"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""61003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-13T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,癸亥,,小寒,,SL-DB-v10.4,"{""num"": ""10970"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-14"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""71003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-14T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,甲子,,小寒,,SL-DB-v10.4,"{""num"": ""10971"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-15"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""81003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-15T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,乙丑,,小寒,,SL-DB-v10.4,"{""num"": ""10972"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-16"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""91003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-16T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,丙寅,,小寒,,SL-DB-v10.4,"{""num"": ""10973"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-17"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""101003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-17T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,丁卯,,小寒,,SL-DB-v10.4,"{""num"": ""10974"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-18"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""111003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-18T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,戊辰,,小寒,,SL-DB-v10.4,"{""num"": ""10975"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-19"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""121003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-19T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,己巳,,小寒,,SL-DB-v10.4,"{""num"": ""10976"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-20"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""131003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-20T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,庚午,,小寒,,SL-DB-v10.4,"{""num"": ""10977"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-21"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""141003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1930-01-21T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,辛未,,小寒,,SL-DB-v10.4,"{""num"": ""10978"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-22"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""151003"", ""div_hour"": ""3"", ""div_minute"": ""58""}"
1930-01-22T12:00:00,Asia/Seoul,126.9784,37.5665,己巳,丁丑,壬申,,小寒,,SL-DB-v10.4,"{""num"": ""10979"", ""solar_yun"": ""0"", ""lunar_date"": ""1929-12-23"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""161003"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
