num,solar_date,solar_yun,ganji,lunar_date,lunar_yun,month_code,month_24,day_time,daeun_man,daeun_woman,harak_date,harak_daytime1,harak_daytime2,yunju,wolju,ilju,div_hour,div_minute
11630,1931-11-04,0,계해,1931-09-25,0,J,10,261527,9,1,1931-10-27,271747,281753,7,34,59,0,0
11631,1931-11-05,0,갑자,1931-09-26,0,J,10,271527,9,1,1931-10-28,281753,291758,7,34,0,0,0
11632,1931-11-06,0,을축,1931-09-27,0,J,10,281527,9,1,1931-10-29,291758,301803,7,34,1,0,0
11633,1931-11-07,0,병인,1931-09-28,0,J,10,291527,10,1,1931-10-30,301803,11810,7,34,2,0,0
11634,1931-11-08,0,정묘,1931-09-29,0,K,11,1810,,,1931-11-01,11810,21756,7,34,3,18,13
11635,1931-11-09,0,무진,1931-09-30,0,K,11,11810,1,10,1931-11-02,21756,31743,7,35,4,0,0
11636,1931-11-10,0,기사,1931-10-01,0,K,11,21810,1,9,1931-11-03,31743,41730,7,35,5,0,0
11637,1931-11-11,0,경오,1931-10-02,0,K,11,31810,1,9,1931-11-04,41730,51717,7,35,6,0,0
11638,1931-11-12,0,신미,1931-10-03,0,K,11,41810,1,9,1931-11-05,51717,61703,7,35,7,0,0
11639,1931-11-13,0,임신,1931-10-04,0,K,11,51810,2,8,1931-11-06,61703,71651,7,35,8,0,0
11640,1931-11-14,0,계유,1931-10-05,0,K,11,61810,2,8,1931-11-07,71651,81637,7,35,9,0,0
11641,1931-11-15,0,갑술,1931-10-06,0,K,11,71810,2,8,1931-11-08,81637,91624,7,35,10,0,0
11642,1931-11-16,0,을해,1931-10-07,0,K,11,81810,3,7,1931-11-09,91624,101611,7,35,11,0,0
11643,1931-11-17,0,병자,1931-10-08,0,K,11,91810,3,7,1931-11-10,101611,111558,7,35,12,0,0
11644,1931-11-18,0,정축,1931-10-09,0,K,11,101810,3,7,1931-11-11,111558,121544,7,35,13,0,0
11645,1931-11-19,0,무인,1931-10-10,0,K,11,111810,4,6,1931-11-12,121544,131532,7,35,14,0,0
11646,1931-11-20,0,기묘,1931-10-11,0,K,11,121810,4,6,1931-11-13,131532,141518,7,35,15,0,0
11647,1931-11-21,0,경진,1931-10-12,0,K,11,131810,4,6,1931-11-14,141518,151505,7,35,16,0,0
11648,1931-11-22,0,신사,1931-10-13,0,K,11,141810,5,5,1931-11-15,151505,161452,7,35,17,0,0
11649,1931-11-23,0,임오,1931-10-14,0,K,11,151810,5,5,1931-11-16,161452,171439,7,35,18,15,39
11650,1931-11-24,0,계미,1931-10-15,0,K,11,161810,5,5,1931-11-17,171439,181425,7,35,19,0,0
11651,1931-11-25,0,갑신,1931-10-16,0,K,11,171810,6,4,1931-11-18,181425,191413,7,35,20,0,0
11652,1931-11-26,0,을유,1931-10-17,0,K,11,181810,6,4,1931-11-19,191413,201359,7,35,21,0,0
11653,1931-11-27,0,병술,1931-10-18,0,K,11,191810,6,4,1931-11-20,201359,211346,7,35,22,0,0
11654,1931-11-28,0,정해,1931-10-19,0,K,11,201810,7,3,1931-11-21,211346,221333,7,35,23,0,0
11655,1931-11-29,0,무자,1931-10-20,0,K,11,211810,7,3,1931-11-22,221333,231320,7,35,24,0,0
11656,1931-11-30,0,기축,1931-10-21,0,K,11,221810,7,3,1931-11-23,231320,241306,7,35,25,0,0
11657,1931-12-01,0,경인,1931-10-22,0,K,11,231810,8,2,1931-11-24,241306,251254,7,35,26,0,0
11658,1931-12-02,0,신묘,1931-10-23,0,K,11,241810,8,2,1931-11-25,251254,261240,7,35,27,0,0
11659,1931-12-03,0,임진,1931-10-24,0,K,11,251810,8,2,1931-11-26,261240,271227,7,35,28,0,0
11660,1931-12-04,0,계사,1931-10-25,0,K,11,261810,9,1,1931-11-27,271227,281214,7,35,29,0,0
11661,1931-12-05,0,갑오,1931-10-26,0,K,11,271810,9,1,1931-11-28,281214,291201,7,35,30,0,0
11662,1931-12-06,0,을미,1931-10-27,0,K,11,281810,9,1,1931-11-29,291201,301147,7,35,31,0,0
11663,1931-12-07,0,병신,1931-10-28,0,K,11,291810,10,1,1931-11-30,301147,11041,7,35,32,0,0
11664,1931-12-08,0,정유,1931-10-29,0,L,0,1041,,,1931-12-01,11041,21016,7,35,33,11,3
11665,1931-12-09,0,무술,1931-11-01,0,L,0,11041,1,9,1931-12-02,21016,30952,7,36,34,0,0
11666,1931-12-10,0,기해,1931-11-02,0,L,0,21041,1,9,1931-12-03,30952,40927,7,36,35,0,0
11667,1931-12-11,0,경자,1931-11-03,0,L,0,31041,1,9,1931-12-04,40927,50903,7,36,36,0,0
11668,1931-12-12,0,신축,1931-11-04,0,L,0,41041,1,8,1931-12-05,50903,60838,7,36,37,0,0
11669,1931-12-13,0,임인,1931-11-05,0,L,0,51041,2,8,1931-12-06,60838,70815,7,36,38,0,0
11670,1931-12-14,0,계묘,1931-11-06,0,L,0,61041,2,8,1931-12-07,70815,80750,7,36,39,0,0
11671,1931-12-15,0,갑진,1931-11-07,0,L,0,71041,2,7,1931-12-08,80750,90726,7,36,40,0,0
11672,1931-12-16,0,을사,1931-11-08,0,L,0,81041,3,7,1931-12-09,90726,100701,7,36,41,0,0
11673,1931-12-17,0,병오,1931-11-09,0,L,0,91041,3,7,1931-12-10,100701,110637,7,36,42,0,0
11674,1931-12-18,0,정미,1931-11-10,0,L,0,101041,3,6,1931-12-11,110637,120612,7,36,43,0,0
11675,1931-12-19,0,무신,1931-11-11,0,L,0,111041,4,6,1931-12-12,120612,130549,7,36,44,0,0
11676,1931-12-20,0,기유,1931-11-12,0,L,0,121041,4,6,1931-12-13,130549,140524,7,36,45,0,0
11677,1931-12-21,0,경술,1931-11-13,0,L,0,131041,4,5,1931-12-14,140524,150500,7,36,46,0,0
11678,1931-12-22,0,신해,1931-11-14,0,L,0,141041,5,5,1931-12-15,150500,160435,7,36,47,0,0
11679,1931-12-23,0,임자,1931-11-15,0,1,0,151041,5,5,1931-12-16,160435,170411,7,36,48,4,58
11680,1931-12-24,0,계축,1931-11-16,0,L,0,161041,5,4,1931-12-17,170411,180346,7,36,49,0,0
11681,1931-12-25,0,갑인,1931-11-17,0,L,0,171041,6,4,1931-12-18,180346,190323,7,36,50,0,0
11682,1931-12-26,0,을묘,1931-11-18,0,L,0,181041,6,4,1931-12-19,190323,200258,7,36,51,0,0
11683,1931-12-27,0,병진,1931-11-19,0,L,0,191041,6,3,1931-12-20,200258,210234,7,36,52,0,0
11684,1931-12-28,0,정사,1931-11-20,0,L,0,201041,7,3,1931-12-21,210234,220209,7,36,53,0,0
11685,1931-12-29,0,무오,1931-11-21,0,L,0,211041,7,3,1931-12-22,220209,230145,7,36,54,0,0
11686,1931-12-30,0,기미,1931-11-22,0,L,0,221041,7,2,1931-12-23,230145,240120,7,36,55,0,0
11687,1931-12-31,0,경신,1931-11-23,0,L,0,231041,8,2,1931-12-24,240120,250057,7,36,56,0,0
11688,1932-01-01,0,신유,1931-11-24,0,L,0,241041,8,2,1931-12-25,250057,260032,7,36,57,0,0
11689,1932-01-02,0,임술,1931-11-25,0,L,0,251041,8,1,1931-12-26,260032,270008,7,36,58,0,0
11690,1932-01-03,0,계해,1931-11-26,0,L,0,261041,9,1,1931-12-27,270008,272343,7,36,59,0,0
11691,1932-01-04,0,갑자,1931-11-27,0,L,0,271041,9,1,1931-12-28,272343,282318,7,36,0,0,0
11692,1932-01-05,0,을축,1931-11-28,0,L,0,281041,9,1,1931-12-29,282318,12146,7,36,1,0,0
11693,1932-01-06,0,병인,1931-11-29,0,A,1,2146,,,1931-01-01,12146,22122,7,36,2,22,16
11694,1932-01-07,0,정묘,1931-11-30,0,A,1,12146,1,10,1931-01-02,22122,32058,7,37,3,0,0
11695,1932-01-08,0,무진,1931-12-01,0,A,1,22146,1,9,1931-01-03,32058,42035,7,37,4,0,0
11696,1932-01-09,0,기사,1931-12-02,0,A,1,32146,1,9,1931-01-04,42035,52011,7,37,5,0,0
11697,1932-01-10,0,경오,1931-12-03,0,A,1,42146,1,9,1931-01-05,52011,61948,7,37,6,0,0
11698,1932-01-11,0,신미,1931-12-04,0,A,1,52146,2,8,1931-01-06,61948,71925,7,37,7,0,0
11699,1932-01-12,0,임신,1931-12-05,0,A,1,62146,2,8,1931-01-07,71925,81901,7,37,8,0,0
11700,1932-01-13,0,계유,1931-12-06,0,A,1,72146,2,8,1931-01-08,81901,91837,7,37,9,0,0
11701,1932-01-14,0,갑술,1931-12-07,0,A,1,82146,3,7,1931-01-09,91837,101814,7,37,10,0,0
11702,1932-01-15,0,을해,1931-12-08,0,A,1,92146,3,7,1931-01-10,101814,111751,7,37,11,0,0
11703,1932-01-16,0,병자,1931-12-09,0,A,1,102146,3,7,1931-01-11,111751,121727,7,37,12,0,0
11704,1932-01-17,0,정축,1931-12-10,0,A,1,112146,4,6,1931-01-12,121727,131704,7,37,13,0,0
11705,1932-01-18,0,무인,1931-12-11,0,A,1,122146,4,6,1931-01-13,131704,141640,7,37,14,0,0
11706,1932-01-19,0,기묘,1931-12-12,0,A,1,132146,4,6,1931-01-14,141640,151616,7,37,15,0,0
11707,1932-01-20,0,경진,1931-12-13,0,A,1,142146,5,5,1931-01-15,151616,161554,7,37,16,0,0
11708,1932-01-21,0,신사,1931-12-14,0,A,1,152146,5,5,1931-01-16,161554,171530,7,37,17,15,36
11709,1932-01-22,0,임오,1931-12-15,0,A,1,162146,5,5,1931-01-17,171530,181506,7,37,18,0,0
11710,1932-01-23,0,계미,1931-12-16,0,A,1,172146,6,4,1931-01-18,181506,191443,7,37,19,0,0
11711,1932-01-24,0,갑신,1931-12-17,0,A,1,182146,6,4,1931-01-19,191443,201419,7,37,20,0,0
11712,1932-01-25,0,을유,1931-12-18,0,A,1,192146,6,4,1931-01-20,201419,211356,7,37,21,0,0
11713,1932-01-26,0,병술,1931-12-19,0,A,1,202146,7,3,1931-01-21,211356,221333,7,37,22,0,0
11714,1932-01-27,0,정해,1931-12-20,0,A,1,212146,7,3,1931-01-22,221333,231309,7,37,23,0,0
11715,1932-01-28,0,무자,1931-12-21,0,A,1,222146,7,3,1931-01-23,231309,241245,7,37,24,0,0
11716,1932-01-29,0,기축,1931-12-22,0,A,1,232146,8,2,1931-01-24,241245,251222,7,37,25,0,0
11717,1932-01-30,0,경인,1931-12-23,0,A,1,242146,8,2,1931-01-25,251222,261159,7,37,26,0,0
11718,1932-01-31,0,신묘,1931-12-24,0,A,1,252146,8,2,1931-01-26,261159,271135,7,37,27,0,0
11719,1932-02-01,1,임진,1931-12-25,0,A,1,262146,9,1,1931-01-27,271135,281112,7,37,28,0,0
11720,1932-02-02,1,계사,1931-12-26,0,A,1,272146,9,1,1931-01-28,281112,291048,7,37,29,0,0
11721,1932-02-03,1,갑오,1931-12-27,0,A,1,282146,9,1,1931-01-29,291048,301024,7,37,30,0,0
11722,1932-02-04,1,을미,1931-12-28,0,A,1,292146,10,1,1931-01-30,301024,10930,7,37,31,0,0
11723,1932-02-05,1,병신,1931-12-29,0,B,2,930,,,1932-02-01,10930,20919,7,37,32,9,52
11724,1932-02-06,1,정유,1932-01-01,0,B,2,10930,10,1,1932-02-02,20919,30908,8,38,33,0,0
11725,1932-02-07,1,무술,1932-01-02,0,B,2,20930,9,1,1932-02-03,30908,40858,8,38,34,0,0
11726,1932-02-08,1,기해,1932-01-03,0,B,2,30930,9,1,1932-02-04,40858,50847,8,38,35,0,0
11727,1932-02-09,1,경자,1932-01-04,0,B,2,40930,9,1,1932-02-05,50847,60836,8,38,36,0,0
11728,1932-02-10,1,신축,1932-01-05,0,B,2,50930,8,2,1932-02-06,60836,70826,8,38,37,0,0
11729,1932-02-11,1,임인,1932-01-06,0,B,2,60930,8,2,1932-02-07,70826,80815,8,38,38,0,0
11730,1932-02-12,1,계묘,1932-01-07,0,B,2,70930,8,2,1932-02-08,80815,90804,8,38,39,0,0
11731,1932-02-13,1,갑진,1932-01-08,0,B,2,80930,7,3,1932-02-09,90804,100754,8,38,40,0,0
11732,1932-02-14,1,을사,1932-01-09,0,B,2,90930,7,3,1932-02-10,100754,110743,8,38,41,0,0
11733,1932-02-15,1,병오,1932-01-10,0,B,2,100930,7,3,1932-02-11,110743,120732,8,38,42,0,0
11734,1932-02-16,1,정미,1932-01-11,0,B,2,110930,6,4,1932-02-12,120732,130722,8,38,43,0,0
11735,1932-02-17,1,무신,1932-01-12,0,B,2,120930,6,4,1932-02-13,130722,140711,8,38,44,0,0
11736,1932-02-18,1,기유,1932-01-13,0,B,2,130930,6,4,1932-02-14,140711,150700,8,38,45,0,0
11737,1932-02-19,1,경술,1932-01-14,0,B,2,140930,5,5,1932-02-15,150700,160650,8,38,46,0,0
11738,1932-02-20,1,신해,1932-01-15,0,B,2,150930,5,5,1932-02-16,160650,170639,8,38,47,5,47
11739,1932-02-21,1,임자,1932-01-16,0,B,2,160930,5,5,1932-02-17,170639,180628,8,38,48,0,0
11740,1932-02-22,1,계축,1932-01-17,0,B,2,170930,4,6,1932-02-18,180628,190618,8,38,49,0,0
11741,1932-02-23,1,갑인,1932-01-18,0,B,2,180930,4,6,1932-02-19,190618,200607,8,38,50,0,0
11742,1932-02-24,1,을묘,1932-01-19,0,B,2,190930,4,6,1932-02-20,200607,210556,8,38,51,0,0
11743,1932-02-25,1,병진,1932-01-20,0,B,2,200930,3,7,1932-02-21,210556,220546,8,38,52,0,0
11744,1932-02-26,1,정사,1932-01-21,0,B,2,210930,3,7,1932-02-22,220546,230535,8,38,53,0,0
11745,1932-02-27,1,무오,1932-01-22,0,B,2,220930,3,7,1932-02-23,230535,240524,8,38,54,0,0
11746,1932-02-28,1,기미,1932-01-23,0,B,2,230930,2,8,1932-02-24,240524,250514,8,38,55,0,0
11747,1932-02-29,1,경신,1932-01-24,0,B,2,240930,2,8,1932-02-25,250514,260503,8,38,56,0,0
11748,1932-03-01,0,신유,1932-01-25,0,B,2,250930,2,8,1932-02-26,260503,270452,8,38,57,0,0
11749,1932-03-02,0,임술,1932-01-26,0,B,2,260930,1,9,1932-02-27,270452,280442,8,38,58,0,0
11750,1932-03-03,0,계해,1932-01-27,0,B,2,270930,1,9,1932-02-28,280442,290431,8,38,59,0,0
11751,1932-03-04,0,갑자,1932-01-28,0,B,2,280930,1,9,1932-02-29,290431,300420,8,38,0,0,0
11752,1932-03-05,0,을축,1932-01-29,0,B,2,290930,1,10,1932-02-30,300420,10350,8,38,1,0,0
11753,1932-03-06,0,병인,1932-01-30,0,C,3,350,,,1932-03-01,10350,20400,8,38,2,3,55
11754,1932-03-07,0,정묘,1932-02-01,0,C,3,10350,10,1,1932-03-02,20400,30410,8,39,3,0,0
11755,1932-03-08,0,무진,1932-02-02,0,C,3,20350,9,1,1932-03-03,30410,40421,8,39,4,0,0
11756,1932-03-09,0,기사,1932-02-03,0,C,3,30350,9,1,1932-03-04,40421,50432,8,39,5,0,0
11757,1932-03-10,0,경오,1932-02-04,0,C,3,40350,9,1,1932-03-05,50432,60442,8,39,6,0,0
11758,1932-03-11,0,신미,1932-02-05,0,C,3,50350,8,2,1932-03-06,60442,70453,8,39,7,0,0
11759,1932-03-12,0,임신,1932-02-06,0,C,3,60350,8,2,1932-03-07,70453,80503,8,39,8,0,0
11760,1932-03-13,0,계유,1932-02-07,0,C,3,70350,8,2,1932-03-08,80503,90514,8,39,9,0,0
11761,1932-03-14,0,갑술,1932-02-08,0,C,3,80350,7,3,1932-03-09,90514,100525,8,39,10,0,0
11762,1932-03-15,0,을해,1932-02-09,0,C,3,90350,7,3,1932-03-10,100525,110535,8,39,11,0,0
11763,1932-03-16,0,병자,1932-02-10,0,C,3,100350,7,3,1932-03-11,110535,120545,8,39,12,0,0
11764,1932-03-17,0,정축,1932-02-11,0,C,3,110350,6,4,1932-03-12,120545,130557,8,39,13,0,0
11765,1932-03-18,0,무인,1932-02-12,0,C,3,120350,6,4,1932-03-13,130557,140607,8,39,14,0,0
11766,1932-03-19,0,기묘,1932-02-13,0,C,3,130350,6,4,1932-03-14,140607,150617,8,39,15,0,0
11767,1932-03-20,0,경진,1932-02-14,0,C,3,140350,5,5,1932-03-15,150617,160628,8,39,16,0,0
11768,1932-03-21,0,신사,1932-02-15,0,2,3,150350,5,5,1932-03-16,160628,170639,8,39,17,4,50
11769,1932-03-22,0,임오,1932-02-16,0,C,3,160350,5,5,1932-03-17,170639,180649,8,39,18,0,0
11770,1932-03-23,0,계미,1932-02-17,0,C,3,170350,4,6,1932-03-18,180649,190700,8,39,19,0,0
11771,1932-03-24,0,갑신,1932-02-18,0,C,3,180350,4,6,1932-03-19,190700,200710,8,39,20,0,0
11772,1932-03-25,0,을유,1932-02-19,0,C,3,190350,4,6,1932-03-20,200710,210721,8,39,21,0,0
11773,1932-03-26,0,병술,1932-02-20,0,C,3,200350,3,7,1932-03-21,210721,220732,8,39,22,0,0
11774,1932-03-27,0,정해,1932-02-21,0,C,3,210350,3,7,1932-03-22,220732,230742,8,39,23,0,0
11775,1932-03-28,0,무자,1932-02-22,0,C,3,220350,3,7,1932-03-23,230742,240752,8,39,24,0,0
11776,1932-03-29,0,기축,1932-02-23,0,C,3,230350,2,8,1932-03-24,240752,250804,8,39,25,0,0
11777,1932-03-30,0,경인,1932-02-24,0,C,3,240350,2,8,1932-03-25,250804,260814,8,39,26,0,0
11778,1932-03-31,0,신묘,1932-02-25,0,C,3,250350,2,8,1932-03-26,260814,270824,8,39,27,0,0
11779,1932-04-01,0,임진,1932-02-26,0,C,3,260350,1,9,1932-03-27,270824,280835,8,39,28,0,0
11780,1932-04-02,0,계사,1932-02-27,0,C,3,270350,1,9,1932-03-28,280835,290846,8,39,29,0,0
11781,1932-04-03,0,갑오,1932-02-28,0,C,3,280350,1,9,1932-03-29,290846,300856,8,39,30,0,0
11782,1932-04-04,0,을미,1932-02-29,0,C,3,290350,1,10,1932-03-30,300856,10907,8,39,31,0,0
11783,1932-04-05,0,병신,1932-02-30,0,D,4,907,,,1932-04-01,10907,20942,8,39,32,8,47
11784,1932-04-06,0,정유,1932-03-01,0,D,4,10907,10,1,1932-04-02,20942,31017,8,40,33,0,0
11785,1932-04-07,0,무술,1932-03-02,0,D,4,20907,10,1,1932-04-03,31017,41054,8,40,34,0,0
11786,1932-04-08,0,기해,1932-03-03,0,D,4,30907,9,1,1932-04-04,41054,51129,8,40,35,0,0
11787,1932-04-09,0,경자,1932-03-04,0,D,4,40907,9,1,1932-04-05,51129,61204,8,40,36,0,0
11788,1932-04-10,0,신축,1932-03-05,0,D,4,50907,9,2,1932-04-06,61204,71241,8,40,37,0,0
11789,1932-04-11,0,임인,1932-03-06,0,D,4,60907,8,2,1932-04-07,71241,81316,8,40,38,0,0
11790,1932-04-12,0,계묘,1932-03-07,0,D,4,70907,8,2,1932-04-08,81316,91351,8,40,39,0,0
11791,1932-04-13,0,갑진,1932-03-08,0,D,4,80907,8,3,1932-04-09,91351,101428,8,40,40,0,0
11792,1932-04-14,0,을사,1932-03-09,0,D,4,90907,7,3,1932-04-10,101428,111503,8,40,41,0,0
11793,1932-04-15,0,병오,1932-03-10,0,D,4,100907,7,3,1932-04-11,111503,121538,8,40,42,0,0
11794,1932-04-16,0,정미,1932-03-11,0,D,4,110907,7,4,1932-04-12,121538,131615,8,40,43,0,0
11795,1932-04-17,0,무신,1932-03-12,0,D,4,120907,6,4,1932-04-13,131615,141650,8,40,44,0,0
11796,1932-04-18,0,기유,1932-03-13,0,D,4,130907,6,4,1932-04-14,141650,151725,8,40,45,0,0
11797,1932-04-19,0,경술,1932-03-14,0,D,4,140907,6,5,1932-04-15,151725,161802,8,40,46,0,0
11798,1932-04-20,0,신해,1932-03-15,0,D,4,150907,5,5,1932-04-16,161802,171837,8,40,47,15,58
11799,1932-04-21,0,임자,1932-03-16,0,D,4,160907,5,5,1932-04-17,171837,181912,8,40,48,0,0
11800,1932-04-22,0,계축,1932-03-17,0,D,4,170907,5,6,1932-04-18,181912,191949,8,40,49,0,0
11801,1932-04-23,0,갑인,1932-03-18,0,D,4,180907,4,6,1932-04-19,191949,202024,8,40,50,0,0
11802,1932-04-24,0,을묘,1932-03-19,0,D,4,190907,4,6,1932-04-20,202024,212059,8,40,51,0,0
11803,1932-04-25,0,병진,1932-03-20,0,D,4,200907,4,7,1932-04-21,212059,222136,8,40,52,0,0
11804,1932-04-26,0,정사,1932-03-21,0,D,4,210907,3,7,1932-04-22,222136,232211,8,40,53,0,0
11805,1932-04-27,0,무오,1932-03-22,0,D,4,220907,3,7,1932-04-23,232211,242246,8,40,54,0,0
11806,1932-04-28,0,기미,1932-03-23,0,D,4,230907,3,8,1932-04-24,242246,252323,8,40,55,0,0
11807,1932-04-29,0,경신,1932-03-24,0,D,4,240907,2,8,1932-04-25,252323,262358,8,40,56,0,0
11808,1932-04-30,0,신유,1932-03-25,0,D,4,250907,2,8,1932-04-26,262358,280033,8,40,57,0,0
11809,1932-05-01,0,임술,1932-03-26,0,D,4,260907,2,9,1932-04-26,262358,280033,8,40,58,0,0
11810,1932-05-02,0,계해,1932-03-27,0,D,4,270907,1,9,1932-04-27,280033,290108,8,40,59,0,0
11811,1932-05-03,0,갑자,1932-03-28,0,D,4,280907,1,9,1932-04-28,290108,300143,8,40,0,0,0
11812,1932-05-04,0,을축,1932-03-29,0,D,4,290907,1,10,1932-04-29,300143,310219,8,40,1,0,0
11813,1932-05-05,0,병인,1932-03-30,0,D,4,300907,1,10,1932-04-30,310219,10255,8,40,2,0,0
11814,1932-05-06,0,정묘,1932-04-01,0,E,5,255,,,1932-05-01,10255,20352,8,40,3,2,10
11815,1932-05-07,0,무진,1932-04-02,0,E,5,10255,10,1,1932-05-02,20352,30449,8,41,4,0,0
11816,1932-05-08,0,기사,1932-04-03,0,E,5,20255,10,1,1932-05-03,30449,40546,8,41,5,0,0
11817,1932-05-09,0,경오,1932-04-04,0,E,5,30255,9,1,1932-05-04,40546,50643,8,41,6,0,0
11818,1932-05-10,0,신미,1932-04-05,0,E,5,40255,9,1,1932-05-05,50643,60740,8,41,7,0,0
11819,1932-05-11,0,임신,1932-04-06,0,E,5,50255,9,2,1932-05-06,60740,70837,8,41,8,0,0
11820,1932-05-12,0,계유,1932-04-07,0,E,5,60255,8,2,1932-05-07,70837,80934,8,41,9,0,0
11821,1932-05-13,0,갑술,1932-04-08,0,E,5,70255,8,2,1932-05-08,80934,91031,8,41,10,0,0
11822,1932-05-14,0,을해,1932-04-09,0,E,5,80255,8,3,1932-05-09,91031,101128,8,41,11,0,0
11823,1932-05-15,0,병자,1932-04-10,0,E,5,90255,7,3,1932-05-10,101128,111226,8,41,12,0,0
11824,1932-05-16,0,정축,1932-04-11,0,E,5,100255,7,3,1932-05-11,111226,121323,8,41,13,0,0
11825,1932-05-17,0,무인,1932-04-12,0,E,5,110255,7,4,1932-05-12,121323,131420,8,41,14,0,0
11826,1932-05-18,0,기묘,1932-04-13,0,E,5,120255,6,4,1932-05-13,131420,141517,8,41,15,0,0
11827,1932-05-19,0,경진,1932-04-14,0,E,5,130255,6,4,1932-05-14,141517,151614,8,41,16,0,0
11828,1932-05-20,0,신사,1932-04-15,0,E,5,140255,6,5,1932-05-15,151614,161711,8,41,17,0,0
11829,1932-05-21,0,임오,1932-04-16,0,E,5,150255,5,5,1932-05-16,161711,171808,8,41,18,15,10
11830,1932-05-22,0,계미,1932-04-17,0,E,5,160255,5,5,1932-05-17,171808,181905,8,41,19,0,0
11831,1932-05-23,0,갑신,1932-04-18,0,E,5,170255,5,6,1932-05-18,181905,192002,8,41,20,0,0
11832,1932-05-24,0,을유,1932-04-19,0,E,5,180255,4,6,1932-05-19,192002,202059,8,41,21,0,0
11833,1932-05-25,0,병술,1932-04-20,0,E,5,190255,4,6,1932-05-20,202059,212157,8,41,22,0,0
11834,1932-05-26,0,정해,1932-04-21,0,E,5,200255,4,7,1932-05-21,212157,222254,8,41,23,0,0
11835,1932-05-27,0,무자,1932-04-22,0,E,5,210255,3,7,1932-05-22,222254,232351,8,41,24,0,0
11836,1932-05-28,0,기축,1932-04-23,0,E,5,220255,3,7,1932-05-23,232351,250048,8,41,25,0,0
11837,1932-05-29,0,경인,1932-04-24,0,E,5,230255,3,8,1932-05-23,232351,250048,8,41,26,0,0
11838,1932-05-30,0,신묘,1932-04-25,0,E,5,240255,2,8,1932-05-24,250048,260145,8,41,27,0,0
11839,1932-05-31,0,임진,1932-04-26,0,E,5,250255,2,8,1932-05-25,260145,270242,8,41,28,0,0
11840,1932-06-01,0,계사,1932-04-27,0,E,5,260255,2,9,1932-05-26,270242,280339,8,41,29,0,0
11841,1932-06-02,0,갑오,1932-04-28,0,E,5,270255,1,9,1932-05-27,280339,290436,8,41,30,0,0
11842,1932-06-03,0,을미,1932-04-29,0,E,5,280255,1,9,1932-05-28,290436,300533,8,41,31,0,0
11843,1932-06-04,0,병신,1932-05-01,0,E,5,290255,1,10,1932-05-29,300533,310631,8,41,32,0,0
11844,1932-06-05,0,정유,1932-05-02,0,E,5,300255,1,10,1932-05-30,310631,10728,8,41,33,0,0
11845,1932-06-06,0,무술,1932-05-03,0,F,6,728,,,1932-06-01,10728,20836,8,41,34,6,23
11846,1932-06-07,0,기해,1932-05-04,0,F,6,10728,10,1,1932-06-02,20836,30945,8,42,35,0,0
11847,1932-06-08,0,경자,1932-05-05,0,F,6,20728,10,1,1932-06-03,30945,41053,8,42,36,0,0
11848,1932-06-09,0,신축,1932-05-06,0,F,6,30728,9,1,1932-06-04,41053,51202,8,42,37,0,0
11849,1932-06-10,0,임인,1932-05-07,0,F,6,40728,9,1,1932-06-05,51202,61310,8,42,38,0,0
11850,1932-06-11,0,계묘,1932-05-08,0,F,6,50728,9,2,1932-06-06,61310,71420,8,42,39,0,0
11851,1932-06-12,0,갑진,1932-05-09,0,F,6,60728,8,2,1932-06-07,71420,81528,8,42,40,0,0
11852,1932-06-13,0,을사,1932-05-10,0,F,6,70728,8,2,1932-06-08,81528,91637,8,42,41,0,0
11853,1932-06-14,0,병오,1932-05-11,0,F,6,80728,8,3,1932-06-09,91637,101745,8,42,42,0,0
11854,1932-06-15,0,정미,1932-05-12,0,F,6,90728,7,3,1932-06-10,101745,111854,8,42,43,0,0
11855,1932-06-16,0,무신,1932-05-13,0,F,6,100728,7,3,1932-06-11,111854,122002,8,42,44,0,0
11856,1932-06-17,0,기유,1932-05-14,0,F,6,110728,7,4,1932-06-12,122002,132112,8,42,45,0,0
11857,1932-06-18,0,경술,1932-05-15,0,F,6,120728,6,4,1932-06-13,132112,142220,8,42,46,0,0
11858,1932-06-19,0,신해,1932-05-16,0,F,6,130728,6,4,1932-06-14,142220,152329,8,42,47,0,0
11859,1932-06-20,0,임자,1932-05-17,0,F,6,140728,6,5,1932-06-15,152329,170037,8,42,48,0,0
11860,1932-06-21,0,계축,1932-05-18,0,F,6,150728,5,5,1932-06-15,152329,170037,8,42,49,23,9
11861,1932-06-22,0,갑인,1932-05-19,0,0,6,160728,5,5,1932-06-16,170037,180145,8,42,50,0,0
11862,1932-06-23,0,을묘,1932-05-20,0,F,6,170728,5,6,1932-06-17,180145,190255,8,42,51,0,0
11863,1932-06-24,0,병진,1932-05-21,0,F,6,180728,4,6,1932-06-18,190255,200403,8,42,52,0,0
11864,1932-06-25,0,정사,1932-05-22,0,F,6,190728,4,6,1932-06-19,200403,210512,8,42,53,0,0
11865,1932-06-26,0,무오,1932-05-23,0,F,6,200728,4,7,1932-06-20,210512,220620,8,42,54,0,0
11866,1932-06-27,0,기미,1932-05-24,0,F,6,210728,3,7,1932-06-21,220620,230729,8,42,55,0,0
11867,1932-06-28,0,경신,1932-05-25,0,F,6,220728,3,7,1932-06-22,230729,240837,8,42,56,0,0
11868,1932-06-29,0,신유,1932-05-26,0,F,6,230728,3,8,1932-06-23,240837,250947,8,42,57,0,0
