local_datetime,timezone,longitude_deg,latitude_deg,year_pillar,month_pillar,day_pillar,hour_pillar,month_term,delta_t_seconds,dataset_version,notes
1960-01-01T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丙子,戊子,,大雪,,SL-DB-v10.4,"{""num"": ""21915"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-03"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""240538"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-02T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丙子,己丑,,大雪,,SL-DB-v10.4,"{""num"": ""21916"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-04"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""250538"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-03T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丙子,庚寅,,大雪,,SL-DB-v10.4,"{""num"": ""21917"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-05"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""260538"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-04T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丙子,辛卯,,大雪,,SL-DB-v10.4,"{""num"": ""21918"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-06"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""270538"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-05T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丙子,壬辰,,大雪,,SL-DB-v10.4,"{""num"": ""21919"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-07"", ""lunar_yun"": ""0"", ""month_code"": ""L"", ""month_24"": ""0"", ""day_time"": ""280538"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-06T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丁丑,癸巳,,小寒,,SL-DB-v10.4,"{""num"": ""21920"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-08"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""1643"", ""div_hour"": ""17"", ""div_minute"": ""8""}"
1960-01-07T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丁丑,甲午,,小寒,,SL-DB-v10.4,"{""num"": ""21921"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-09"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""11643"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-08T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丁丑,乙未,,小寒,,SL-DB-v10.4,"{""num"": ""21922"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-10"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""21643"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-09T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丁丑,丙申,,小寒,,SL-DB-v10.4,"{""num"": ""21923"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-11"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""31643"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
1960-01-10T12:00:00,Asia/Seoul,126.9784,37.5665,己亥,丁丑,丁酉,,小寒,,SL-DB-v10.4,"{""num"": ""21924"", ""solar_yun"": ""0"", ""lunar_date"": ""1959-12-12"", ""lunar_yun"": ""0"", ""month_code"": ""A"", ""month_24"": ""1"", ""day_time"": ""41643"", ""div_hour"": ""0"", ""div_minute"": ""0""}"
