term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1987-01-05T21:11:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1987-02-04T08:47:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1987-03-06T02:50:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1987-04-05T07:42:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1987-05-06T01:05:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1987-06-06T05:18:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1987-07-07T15:35:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1987-08-08T01:22:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1987-09-08T04:14:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1987-10-08T19:50:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1987-11-07T22:57:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1987-12-07T15:47:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
