term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2001-01-05T06:37:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,2001-02-03T18:13:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,2001-03-05T12:16:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,2001-04-04T17:08:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,2001-05-05T10:31:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,2001-06-05T14:44:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,2001-07-07T01:01:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,2001-08-07T10:48:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,2001-09-07T13:40:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,2001-10-08T05:16:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,2001-11-07T08:23:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,2001-12-07T01:13:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
