term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1991-01-05T20:27:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1991-02-04T08:03:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1991-03-06T02:06:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1991-04-05T06:58:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1991-05-06T00:21:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1991-06-06T04:34:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1991-07-07T14:51:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1991-08-08T00:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1991-09-08T03:30:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1991-10-08T19:06:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1991-11-07T22:13:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1991-12-06T15:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
