term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1968-01-06T06:40:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1968-02-04T18:16:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1968-03-05T12:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1968-04-04T17:11:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1968-05-05T10:34:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1968-06-05T15:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1968-07-07T01:04:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1968-08-07T10:51:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1968-09-07T13:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1968-10-08T05:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1968-11-07T08:26:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1968-12-07T01:16:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
