term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1935-01-06T06:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1935-02-04T18:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1935-03-06T12:22:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1935-04-05T17:14:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1935-05-06T10:37:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1935-06-06T15:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1935-07-08T01:07:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1935-08-08T10:54:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1935-09-08T13:46:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1935-10-09T05:22:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1935-11-08T08:29:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1935-12-08T01:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
