term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2012-01-05T22:36:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,2012-02-04T10:12:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,2012-03-05T04:15:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,2012-04-04T09:07:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,2012-05-05T02:30:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,2012-06-05T06:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,2012-07-06T17:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,2012-08-07T02:47:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,2012-09-07T05:39:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,2012-10-07T21:15:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,2012-11-07T00:22:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,2012-12-06T17:12:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
