term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2019-01-05T15:19:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,2019-02-04T02:55:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,2019-03-05T20:58:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,2019-04-05T01:50:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,2019-05-05T19:13:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,2019-06-05T23:26:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,2019-07-07T09:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,2019-08-07T19:30:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,2019-09-07T22:22:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,2019-10-08T13:58:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,2019-11-07T17:05:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,2019-12-07T09:55:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
