term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1961-01-05T13:57:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1961-02-04T01:33:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1961-03-05T19:36:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1961-04-05T00:28:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1961-05-05T17:51:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1961-06-05T22:04:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1961-07-07T08:21:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1961-08-07T18:08:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1961-09-07T21:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1961-10-08T12:36:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1961-11-07T15:43:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1961-12-07T08:33:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
