term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1947-01-06T04:31:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1947-02-04T16:07:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1947-03-06T10:10:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1947-04-05T15:02:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1947-05-06T08:25:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1947-06-06T12:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1947-07-07T22:55:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1947-08-08T08:42:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1947-09-08T11:34:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1947-10-09T03:10:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1947-11-08T06:17:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1947-12-07T23:07:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
