term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1999-01-05T18:59:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,1999-02-04T06:35:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,1999-03-06T00:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,1999-04-05T05:30:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,1999-05-05T22:53:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,1999-06-06T03:06:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,1999-07-07T13:23:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,1999-08-07T23:10:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,1999-09-08T02:02:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,1999-10-08T17:38:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,1999-11-07T20:45:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,1999-12-07T13:35:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
