term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2006-01-05T11:42:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,2006-02-03T23:18:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,2006-03-05T17:21:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,2006-04-04T22:13:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,2006-05-05T15:36:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,2006-06-05T19:49:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,2006-07-07T06:06:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,2006-08-07T15:53:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,2006-09-07T18:45:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,2006-10-08T10:21:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,2006-11-07T13:28:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,2006-12-07T06:18:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
