term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,285.0,1952-01-06T09:07:19Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大寒,300.0,1952-01-21T02:31:06Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立春,315.0,1952-02-04T20:50:48Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
雨水,330.0,1952-02-19T16:49:55Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
驚蟄,345.0,1952-03-05T15:05:59Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
春分,0.0,1952-03-20T16:08:05Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
清明,15.0,1952-04-04T20:14:48Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
穀雨,30.0,1952-04-20T03:32:30Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立夏,45.0,1952-05-05T13:54:31Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小滿,60.0,1952-05-21T03:01:05Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
芒種,75.0,1952-06-05T18:20:23Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
夏至,90.0,1952-06-21T11:10:34Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小暑,105.0,1952-07-07T04:42:48Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大暑,120.0,1952-07-22T22:04:56Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立秋,135.0,1952-08-07T14:25:40Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
處暑,150.0,1952-08-23T04:58:25Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
白露,165.0,1952-09-07T17:04:53Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
秋分,180.0,1952-09-23T02:17:43Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
寒露,195.0,1952-10-08T08:22:06Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
霜降,210.0,1952-10-23T11:16:25Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立冬,225.0,1952-11-07T11:11:55Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小雪,240.0,1952-11-22T08:31:25Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大雪,255.0,1952-12-07T03:47:32Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
冬至,270.0,1952-12-21T21:40:24Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
