term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,285.0,2010-01-05T11:00:24Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大寒,300.0,2010-01-20T04:23:10Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立春,315.0,2010-02-03T22:38:46Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
雨水,330.0,2010-02-18T18:30:53Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
驚蟄,345.0,2010-03-05T16:37:29Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
春分,0.0,2010-03-20T17:28:16Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
清明,15.0,2010-04-04T21:22:31Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
穀雨,30.0,2010-04-20T04:27:28Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立夏,45.0,2010-05-05T14:37:19Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小滿,60.0,2010-05-21T03:33:11Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
芒種,75.0,2010-06-05T18:44:02Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
夏至,90.0,2010-06-21T11:28:40Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小暑,105.0,2010-07-07T04:58:40Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大暑,120.0,2010-07-22T22:22:06Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立秋,135.0,2010-08-07T14:47:31Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
處暑,150.0,2010-08-23T05:27:59Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
白露,165.0,2010-09-07T17:44:38Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
秋分,180.0,2010-09-23T03:09:20Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
寒露,195.0,2010-10-08T09:26:27Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
霜降,210.0,2010-10-23T12:33:29Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立冬,225.0,2010-11-07T12:40:48Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小雪,240.0,2010-11-22T10:10:31Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大雪,255.0,2010-12-07T05:34:35Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
冬至,270.0,2010-12-21T23:32:41Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
