term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,285.0,1931-01-06T06:51:36Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大寒,300.0,1931-01-21T00:15:50Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立春,315.0,1931-02-04T18:37:07Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
雨水,330.0,1931-02-19T14:38:51Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
驚蟄,345.0,1931-03-06T12:58:25Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
春分,0.0,1931-03-21T14:04:41Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
清明,15.0,1931-04-05T18:15:58Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
穀雨,30.0,1931-04-21T01:38:20Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立夏,45.0,1931-05-06T12:04:47Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小滿,60.0,1931-05-22T01:15:15Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
芒種,75.0,1931-06-06T16:37:35Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
夏至,90.0,1931-06-22T09:29:45Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小暑,105.0,1931-07-08T03:02:43Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大暑,120.0,1931-07-23T20:24:20Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立秋,135.0,1931-08-08T12:43:18Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
處暑,150.0,1931-08-24T03:13:11Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
白露,165.0,1931-09-08T15:15:54Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
秋分,180.0,1931-09-24T00:24:22Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
寒露,195.0,1931-10-09T06:24:05Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
霜降,210.0,1931-10-24T09:13:47Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
立冬,225.0,1931-11-08T09:04:58Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
小雪,240.0,1931-11-23T06:20:46Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
大雪,255.0,1931-12-08T01:34:01Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
冬至,270.0,1931-12-22T19:25:02Z,0.0,ASTRONOMY_SOLVER,Meeus-approx
