term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2021-01-05T03:18:35Z,72.17,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2021-02-03T14:56:01Z,72.22,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2021-03-05T08:51:48Z,72.27,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2021-04-04T13:32:49Z,72.31,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2021-05-05T06:42:57Z,72.36,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2021-06-05T10:46:16Z,72.41,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2021-07-06T20:59:20Z,72.45,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2021-08-07T06:49:10Z,72.50,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2021-09-07T09:49:10Z,72.55,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2021-10-08T01:35:27Z,72.59,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2021-11-07T04:54:11Z,72.64,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2021-12-06T21:51:17Z,72.69,SAJU_LITE_REFINED,v1.5.10+astro
