term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2037-01-05T00:30:27Z,82.52,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2037-02-03T12:06:43Z,82.58,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2037-03-05T05:58:01Z,82.65,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2037-04-04T10:32:33Z,82.71,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2037-05-05T03:35:59Z,82.77,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2037-06-05T07:34:08Z,82.83,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2037-07-06T17:44:57Z,82.89,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2037-08-07T03:36:31Z,82.95,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2037-09-07T06:41:47Z,83.02,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2037-10-07T22:34:40Z,83.08,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2037-11-07T02:00:23Z,83.14,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2037-12-06T19:02:30Z,83.20,SAJU_LITE_REFINED,v1.5.10+astro
