term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1904-01-06T17:30:43Z,35.24,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1904-02-05T05:19:06Z,35.31,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1904-03-05T23:48:38Z,35.37,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1904-04-05T05:17:47Z,35.44,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1904-05-05T23:18:35Z,35.51,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1904-06-06T04:00:23Z,35.58,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1904-07-07T14:29:23Z,35.65,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1904-08-08T00:07:30Z,35.72,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1904-09-08T02:32:02Z,35.79,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1904-10-08T17:29:08Z,35.86,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1904-11-07T19:59:04Z,35.93,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1904-12-07T12:20:26Z,36.00,SAJU_LITE_REFINED,v1.5.10+astro
