term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1950-01-05T21:32:33Z,84.12,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1950-02-04T09:16:12Z,84.23,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1950-03-06T03:32:02Z,84.33,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1950-04-05T08:41:47Z,84.44,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1950-05-06T02:22:16Z,84.54,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1950-06-06T06:48:54Z,84.64,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1950-07-07T17:11:28Z,84.75,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1950-08-08T02:54:11Z,84.86,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1950-09-08T05:32:33Z,84.96,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1950-10-08T20:48:54Z,85.07,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1950-11-07T23:37:50Z,85.17,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1950-12-07T16:12:47Z,85.28,SAJU_LITE_REFINED,v1.5.10+astro
