term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1995-01-05T19:37:02Z,145.60,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1995-02-04T07:17:00Z,145.72,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1995-03-06T01:20:10Z,145.84,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1995-04-05T06:11:44Z,145.95,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1995-05-05T23:33:05Z,146.07,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1995-06-06T03:45:13Z,146.19,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1995-07-07T14:01:58Z,146.31,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1995-08-07T23:49:42Z,146.43,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1995-09-08T02:42:19Z,146.55,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1995-10-08T18:18:03Z,146.67,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1995-11-07T21:26:14Z,146.79,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1995-12-07T14:15:25Z,146.91,SAJU_LITE_REFINED,v1.5.10+astro
