term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1915-01-06T09:32:33Z,45.03,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1915-02-04T21:19:38Z,45.11,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1915-03-06T15:45:44Z,45.19,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1915-04-05T21:09:37Z,45.26,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1915-05-06T15:05:24Z,45.34,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1915-06-06T19:43:22Z,45.42,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1915-07-08T06:10:40Z,45.50,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1915-08-08T15:49:26Z,45.58,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1915-09-08T18:17:16Z,45.66,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1915-10-09T09:18:51Z,45.74,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1915-11-08T11:53:07Z,45.82,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1915-12-08T04:17:32Z,45.90,SAJU_LITE_REFINED,v1.5.10+astro
