term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1982-01-05T16:03:33Z,127.10,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1982-02-04T03:44:41Z,127.22,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1982-03-05T21:51:32Z,127.33,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1982-04-05T02:48:23Z,127.45,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1982-05-05T20:15:41Z,127.57,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1982-06-06T00:31:46Z,127.69,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1982-07-07T10:50:29Z,127.80,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1982-08-07T20:36:31Z,127.92,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1982-09-07T23:25:10Z,128.04,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1982-10-08T14:54:51Z,128.16,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1982-11-07T17:57:13Z,128.27,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1982-12-07T10:42:19Z,128.39,SAJU_LITE_REFINED,v1.5.10+astro
