term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1926-01-06T01:47:35Z,56.13,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1926-02-04T13:33:52Z,56.22,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1926-03-06T07:56:58Z,56.30,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1926-04-05T13:16:44Z,56.39,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1926-05-06T07:08:02Z,56.48,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1926-06-06T11:42:50Z,56.57,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1926-07-07T22:09:05Z,56.66,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1926-08-08T07:49:10Z,56.75,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1926-09-08T10:20:26Z,56.84,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1926-10-09T01:26:45Z,56.93,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1926-11-08T04:05:40Z,57.02,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1926-12-07T20:33:21Z,57.11,SAJU_LITE_REFINED,v1.5.10+astro
