term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1960-01-06T07:47:03Z,97.01,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1960-02-04T19:30:18Z,97.12,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1960-03-05T13:43:22Z,97.23,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1960-04-04T18:49:26Z,97.34,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1960-05-05T12:26:05Z,97.45,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1960-06-05T16:49:42Z,97.56,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1960-07-07T03:11:35Z,97.67,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1960-08-07T12:55:30Z,97.78,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1960-09-07T15:37:34Z,97.89,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1960-10-08T06:58:24Z,98.00,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1960-11-07T09:51:48Z,98.11,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1960-12-07T02:30:11Z,98.22,SAJU_LITE_REFINED,v1.5.10+astro
