term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2028-01-05T11:44:28Z,0.0,POLY_EXTRAPOLATION,quadratic
立春,0,2028-02-03T23:18:46Z,0.0,POLY_EXTRAPOLATION,quadratic
驚蟄,0,2028-03-04T17:23:28Z,0.0,POLY_EXTRAPOLATION,quadratic
清明,0,2028-04-03T21:42:39Z,0.0,POLY_EXTRAPOLATION,quadratic
立夏,0,2028-05-04T15:38:19Z,0.0,POLY_EXTRAPOLATION,quadratic
芒種,0,2028-06-04T19:51:21Z,0.0,POLY_EXTRAPOLATION,quadratic
小暑,0,2028-07-06T02:56:55Z,0.0,POLY_EXTRAPOLATION,quadratic
立秋,0,2028-08-06T14:09:03Z,0.0,POLY_EXTRAPOLATION,quadratic
白露,0,2028-09-06T18:48:58Z,0.0,POLY_EXTRAPOLATION,quadratic
寒露,0,2028-10-07T10:22:59Z,0.0,POLY_EXTRAPOLATION,quadratic
立冬,0,2028-11-06T08:56:46Z,0.0,POLY_EXTRAPOLATION,quadratic
大雪,0,2028-12-06T07:03:45Z,0.0,POLY_EXTRAPOLATION,quadratic
