term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2025-01-05T12:10:11Z,0.0,POLY_EXTRAPOLATION,quadratic
立春,0,2025-02-03T23:45:30Z,0.0,POLY_EXTRAPOLATION,quadratic
驚蟄,0,2025-03-05T17:49:11Z,0.0,POLY_EXTRAPOLATION,quadratic
清明,0,2025-04-04T22:14:37Z,0.0,POLY_EXTRAPOLATION,quadratic
立夏,0,2025-05-05T16:04:04Z,0.0,POLY_EXTRAPOLATION,quadratic
芒種,0,2025-06-05T20:17:05Z,0.0,POLY_EXTRAPOLATION,quadratic
小暑,0,2025-07-07T03:46:23Z,0.0,POLY_EXTRAPOLATION,quadratic
立秋,0,2025-08-07T14:44:08Z,0.0,POLY_EXTRAPOLATION,quadratic
白露,0,2025-09-07T19:14:24Z,0.0,POLY_EXTRAPOLATION,quadratic
寒露,0,2025-10-08T10:48:48Z,0.0,POLY_EXTRAPOLATION,quadratic
立冬,0,2025-11-07T09:55:34Z,0.0,POLY_EXTRAPOLATION,quadratic
大雪,0,2025-12-07T07:18:38Z,0.0,POLY_EXTRAPOLATION,quadratic
