term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2026-01-05T12:01:34Z,0.0,POLY_EXTRAPOLATION,quadratic
立春,0,2026-02-03T23:36:34Z,0.0,POLY_EXTRAPOLATION,quadratic
驚蟄,0,2026-03-05T17:40:34Z,0.0,POLY_EXTRAPOLATION,quadratic
清明,0,2026-04-04T22:03:57Z,0.0,POLY_EXTRAPOLATION,quadratic
立夏,0,2026-05-05T15:55:26Z,0.0,POLY_EXTRAPOLATION,quadratic
芒種,0,2026-06-05T20:08:28Z,0.0,POLY_EXTRAPOLATION,quadratic
小暑,0,2026-07-07T03:30:00Z,0.0,POLY_EXTRAPOLATION,quadratic
立秋,0,2026-08-07T14:32:26Z,0.0,POLY_EXTRAPOLATION,quadratic
白露,0,2026-09-07T19:05:53Z,0.0,POLY_EXTRAPOLATION,quadratic
寒露,0,2026-10-08T10:40:09Z,0.0,POLY_EXTRAPOLATION,quadratic
立冬,0,2026-11-07T09:36:08Z,0.0,POLY_EXTRAPOLATION,quadratic
大雪,0,2026-12-07T07:13:33Z,0.0,POLY_EXTRAPOLATION,quadratic
