term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2035-01-05T10:45:57Z,0.0,POLY_EXTRAPOLATION,quadratic
立春,0,2035-02-03T22:17:21Z,0.0,POLY_EXTRAPOLATION,quadratic
驚蟄,0,2035-03-05T16:24:57Z,0.0,POLY_EXTRAPOLATION,quadratic
清明,0,2035-04-04T20:28:10Z,0.0,POLY_EXTRAPOLATION,quadratic
立夏,0,2035-05-05T14:39:44Z,0.0,POLY_EXTRAPOLATION,quadratic
芒種,0,2035-06-05T18:52:48Z,0.0,POLY_EXTRAPOLATION,quadratic
小暑,0,2035-07-07T00:58:06Z,0.0,POLY_EXTRAPOLATION,quadratic
立秋,0,2035-08-07T12:47:07Z,0.0,POLY_EXTRAPOLATION,quadratic
白露,0,2035-09-07T17:51:09Z,0.0,POLY_EXTRAPOLATION,quadratic
寒露,0,2035-10-08T09:24:13Z,0.0,POLY_EXTRAPOLATION,quadratic
立冬,0,2035-11-07T06:33:44Z,0.0,POLY_EXTRAPOLATION,quadratic
大雪,0,2035-12-07T06:32:56Z,0.0,POLY_EXTRAPOLATION,quadratic
