term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2023-01-05T12:27:32Z,0.0,POLY_EXTRAPOLATION,quadratic
立春,0,2023-02-04T00:03:28Z,0.0,POLY_EXTRAPOLATION,quadratic
驚蟄,0,2023-03-05T18:06:32Z,0.0,POLY_EXTRAPOLATION,quadratic
清明,0,2023-04-04T22:35:56Z,0.0,POLY_EXTRAPOLATION,quadratic
立夏,0,2023-05-05T16:21:26Z,0.0,POLY_EXTRAPOLATION,quadratic
芒種,0,2023-06-05T20:34:26Z,0.0,POLY_EXTRAPOLATION,quadratic
小暑,0,2023-07-07T04:18:53Z,0.0,POLY_EXTRAPOLATION,quadratic
立秋,0,2023-08-07T15:07:30Z,0.0,POLY_EXTRAPOLATION,quadratic
白露,0,2023-09-07T19:31:35Z,0.0,POLY_EXTRAPOLATION,quadratic
寒露,0,2023-10-08T11:06:13Z,0.0,POLY_EXTRAPOLATION,quadratic
立冬,0,2023-11-07T10:33:56Z,0.0,POLY_EXTRAPOLATION,quadratic
大雪,0,2023-12-07T07:29:06Z,0.0,POLY_EXTRAPOLATION,quadratic
