term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2009-01-05T05:11:59Z,66.29,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2009-02-03T16:50:29Z,66.33,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2009-03-05T10:49:26Z,66.36,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2009-04-04T15:34:40Z,66.40,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2009-05-05T08:49:57Z,66.43,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2009-06-05T12:56:49Z,66.47,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2009-07-06T23:11:44Z,66.50,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2009-08-07T09:00:23Z,66.54,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2009-09-07T11:57:05Z,66.57,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2009-10-08T03:38:21Z,66.61,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2009-11-07T06:52:20Z,66.65,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2009-12-06T23:45:44Z,66.68,SAJU_LITE_REFINED,v1.5.10+astro
