term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2001-01-05T06:47:03Z,63.26,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2001-02-03T18:26:14Z,63.29,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2001-03-05T12:27:49Z,63.32,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2001-04-04T17:17:00Z,63.35,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2001-05-05T10:35:59Z,63.37,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2001-06-05T14:45:44Z,63.40,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2001-07-07T01:01:58Z,63.43,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2001-08-07T10:49:42Z,63.46,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2001-09-07T13:44:09Z,63.49,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2001-10-08T05:22:00Z,63.52,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2001-11-07T08:32:17Z,63.54,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2001-12-07T01:23:04Z,63.57,SAJU_LITE_REFINED,v1.5.10+astro
