term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1957-01-05T14:12:38Z,93.08,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1957-02-04T01:55:45Z,93.19,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1957-03-05T20:09:44Z,93.30,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1957-04-05T01:16:51Z,93.40,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1957-05-05T18:54:42Z,93.51,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1957-06-05T23:19:14Z,93.62,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1957-07-07T09:41:15Z,93.73,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1957-08-07T19:24:55Z,93.84,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1957-09-07T22:06:02Z,93.95,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1957-10-08T13:25:42Z,94.06,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1957-11-07T16:17:54Z,94.16,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1957-12-07T08:55:14Z,94.27,SAJU_LITE_REFINED,v1.5.10+astro
