term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1972-01-06T05:36:15Z,113.18,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1972-02-04T17:18:03Z,113.29,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1972-03-05T11:27:17Z,113.41,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1972-04-04T16:28:04Z,113.52,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1972-05-05T09:59:04Z,113.63,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1972-06-05T14:18:19Z,113.75,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1972-07-07T00:38:21Z,113.86,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1972-08-07T10:23:20Z,113.98,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1972-09-07T13:08:49Z,114.09,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1972-10-08T04:34:24Z,114.21,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1972-11-07T07:32:49Z,114.32,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1972-12-07T00:14:38Z,114.44,SAJU_LITE_REFINED,v1.5.10+astro
