term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1947-01-06T04:08:49Z,80.38,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1947-02-04T15:52:51Z,80.48,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1947-03-06T10:09:53Z,80.58,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1947-04-05T15:20:57Z,80.69,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1947-05-06T09:03:05Z,80.79,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1947-06-06T13:30:43Z,80.89,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1947-07-07T23:53:55Z,81.00,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1947-08-08T09:36:15Z,81.10,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1947-09-08T12:13:50Z,81.20,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1947-10-09T03:28:52Z,81.31,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1947-11-08T06:16:28Z,81.41,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1947-12-07T22:50:29Z,81.52,SAJU_LITE_REFINED,v1.5.10+astro
