term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2031-01-05T13:21:29Z,78.31,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2031-02-04T00:58:24Z,78.36,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2031-03-05T18:51:17Z,78.42,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2031-04-04T23:27:49Z,78.47,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2031-05-05T16:33:52Z,78.53,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2031-06-05T20:33:37Z,78.59,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2031-07-07T06:45:29Z,78.64,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2031-08-07T16:36:31Z,78.70,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2031-09-07T19:40:12Z,78.75,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2031-10-08T11:30:43Z,78.81,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2031-11-07T14:54:04Z,78.87,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2031-12-07T07:54:35Z,78.92,SAJU_LITE_REFINED,v1.5.10+astro
