term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1996-01-06T01:28:36Z,147.03,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1996-02-04T13:08:34Z,147.15,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1996-03-05T07:11:28Z,147.27,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1996-04-04T12:02:30Z,147.39,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1996-05-05T05:23:35Z,147.51,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1996-06-05T09:35:27Z,147.63,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1996-07-06T19:52:13Z,147.75,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1996-08-07T05:39:56Z,147.87,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1996-09-07T08:32:49Z,147.99,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1996-10-08T00:09:05Z,148.11,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1996-11-07T03:17:32Z,148.23,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1996-12-06T20:06:59Z,148.35,SAJU_LITE_REFINED,v1.5.10+astro
