term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2028-01-05T19:53:23Z,76.35,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2028-02-04T07:30:11Z,76.40,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2028-03-05T01:23:51Z,76.46,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2028-04-04T06:01:27Z,76.51,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2028-05-04T23:08:34Z,76.56,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2028-06-05T03:09:05Z,76.61,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2028-07-06T13:21:13Z,76.67,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2028-08-06T23:11:44Z,76.72,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2028-09-07T02:14:06Z,76.78,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2028-10-07T18:03:33Z,76.83,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2028-11-06T21:25:26Z,76.88,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2028-12-06T14:24:55Z,76.94,SAJU_LITE_REFINED,v1.5.10+astro
