term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1964-01-06T07:11:44Z,102.32,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1964-02-04T18:54:19Z,102.43,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1964-03-05T13:06:27Z,102.54,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1964-04-04T18:10:40Z,102.65,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1964-05-05T11:45:44Z,102.77,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1964-06-05T16:07:46Z,102.88,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1964-07-07T02:28:52Z,102.99,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1964-08-07T12:13:03Z,103.10,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1964-09-07T14:55:54Z,103.21,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1964-10-08T06:18:19Z,103.33,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1964-11-07T09:13:03Z,103.44,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1964-12-07T01:52:20Z,103.55,SAJU_LITE_REFINED,v1.5.10+astro
